subject,culture,task_name,stimulus,trial_raw,trial_num,codeable,first_mention_focal,bckgrd_description,focal_description,coder
SS1651678248989,US,FD,media/images/free_description/05-tiger.jpg,It looks like the tiger has made its way down an embankment. The tiger is standing on a rock that is in the creek.,1,1,1,0,0,AT
SS1651678248989,US,FD,media/images/free_description/06-train-red.jpg,The antique steam engine is being displayed outside its housing structure. The red/black and maroon colors of this engine are magnificent ,2,1,1,0,0,AT
SS1651678248989,US,FD,media/images/free_description/07-train-green.jpg,A green and yellow railroad engine with the numbers219,3,1,1,0,0,AT
SS1651678248989,US,FD,media/images/free_description/04-squirrel.jpg,A squirrel is relaxing on a tree branch outside a lit walkway ,4,1,1,0,0,AT
SS1651678248989,US,FD,media/images/free_description/01-boat-river.jpg,This boat appears to be docked outside of a house that is near this waterway. It appears to be a form of transportation in this Asian country.,5,1,1,0,0,AT
SS1651678248989,US,FD,media/images/free_description/02-bike.jpg,This red mountain/all-terrain bike is locked up outside a building. Ther are a whole of other bikes that are closer to what might be a school,6,1,1,0,0,AT
SS1651678248989,US,FD,media/images/free_description/03-plane.jpg,This Harrier jet is hovering over a body of water. There appears to be a Capital rotunda in the background.,7,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/05-tiger.jpg,A large tiger is standing by a stream. He is getting a drink of water.,1,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/01-boat-river.jpg,An empty boat is tide up in a river. Some houses are to the left and the river goes into the far distance.,2,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/02-bike.jpg,"A bicycle is connected to a post in the foreground. Behind it is a chain, and behind that is a municipal building.",3,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/04-squirrel.jpg,A squirrel is munching a nut in the foreground. He stands on their branch in front of some buildings and a lawn.,4,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/07-train-green.jpg,A green and yellow train number 2119 goes by right to left. It is leaving the station and going to parts unknown.,5,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/06-train-red.jpg,An old steam engine is out of service. It is exhibited on some tracks so people can see what trains used to look like.,6,1,1,0,0,AT
SS1651678249603,US,FD,media/images/free_description/03-plane.jpg,A jet fighter moves close to the ground. A government building is in the background.,7,1,1,0,0,AT
SS1651678250397,US,FD,media/images/free_description/01-boat-river.jpg,There is a house on a river.  There is a boat in the river.,1,1,0,0,0,AT
SS1651678250397,US,FD,media/images/free_description/06-train-red.jpg,There is a train engine in front of a building.  It is a sunny day.,2,1,1,0,0,AT
SS1651678250397,US,FD,media/images/free_description/04-squirrel.jpg,There is a squirrel in a tree.  There is a road behind the tree.,3,1,1,0,0,AT
SS1651678250397,US,FD,media/images/free_description/05-tiger.jpg,A tiger's front paws are standing on a rock in a river.  The river has forest around it.,4,1,1,0,0,AT
SS1651678250397,US,FD,media/images/free_description/07-train-green.jpg,A train is on the train tracks.  There is a building behind the train.,5,1,1,0,0,AT
SS1651678250397,US,FD,media/images/free_description/03-plane.jpg,There is a lake with a building behind it.  A plane is flying over the lake.,6,1,0,0,0,AT
SS1651678250397,US,FD,media/images/free_description/02-bike.jpg,There is a bike on the sidewalk.  The sidewalk is in front of a house.,7,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/02-bike.jpg,There is a red bike parked on the sidewalk. There is an outhouse in the rear view. There is a building in the back.,1,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/07-train-green.jpg,There is a green train with yellow stripes on the track. The sky is blue and there are buildings in the background.,2,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/06-train-red.jpg,"An older style black and red train, like a coal train maybe. With the train station behind it.",3,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/03-plane.jpg,A grey plane was flying over a body of water. There's trees and a building in the background.,4,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/04-squirrel.jpg,It is a photo of a squirrel in a tree. And in the background there's either a road or a walkway with lights along it.,5,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/01-boat-river.jpg,A small boat banked along a river. There are buildings lined along the river.,6,1,1,0,0,AT
SS1651678252363,US,FD,media/images/free_description/05-tiger.jpg,A tiger standing on a couple rocks along a body of water. There are lots of leaves on the ground.,7,1,1,0,0,AT
SS1651678252935,US,FD,media/images/free_description/01-boat-river.jpg,A canal with a boat. Houses are on the bank,1,1,0,0,0,AT
SS1651678252935,US,FD,media/images/free_description/07-train-green.jpg,A green train with yellow stripes. There is a tall building too.,2,1,1,0,0,AT
SS1651678252935,US,FD,media/images/free_description/03-plane.jpg,A big jet flying low. There is a river in the foreground.,3,1,1,0,0,AT
SS1651678252935,US,FD,media/images/free_description/06-train-red.jpg,The antique steam locomotive is in front of a brick building.,4,1,1,0,0,AT
SS1651678252935,US,FD,media/images/free_description/02-bike.jpg,A red bicycle chained to a post. There is a blue porta potty in the back.,5,1,1,0,0,AT
SS1651678252935,US,FD,media/images/free_description/04-squirrel.jpg,There is a closeup of a squirrel in a tree.,6,1,1,0,0,AT
SS1651678252935,US,FD,media/images/free_description/05-tiger.jpg,There is a tiger standing on a riverbank.,7,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/02-bike.jpg,i seen a bike and grass and a pole and the bike was leaning up against a pole,1,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/03-plane.jpg,it was a airplane flying low in the air over a body of water and it was close to the body of water,2,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/06-train-red.jpg,it was a old time train in front of a old time fire house and it was out side,3,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/07-train-green.jpg,it was a train that was in a city going down the tracks for freight,4,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/01-boat-river.jpg,it was a boat that was docked on the little river by a pink boat house in a rural area,5,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/04-squirrel.jpg,it was a squirrel in a pretty tree in the middle of the city of a town,6,1,1,0,0,AT
SS1651678253736,US,FD,media/images/free_description/05-tiger.jpg,it was a tiger standing on some rocks by a body of water in the forest ,7,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/02-bike.jpg,I have seen a bicycle. It looks a mountain bike.,1,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/07-train-green.jpg,I see a train engine. It has green color.,2,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/03-plane.jpg,I see a plane flying over the water reservoir. It appears that there is a white building in the background as well.,3,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/04-squirrel.jpg,"I can see an animal sitting on the tree. I am not sure what type of animal it is, Can be Koala",4,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/05-tiger.jpg,I see a tiger standing next to a water stream. The tiger is looking at something which is not visible in the image.,5,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/01-boat-river.jpg,I see a boat and a few houses in the background. The boat is in the water,6,1,1,0,0,AT
SS1651678256204,US,FD,media/images/free_description/06-train-red.jpg,I see a beautiful old train engine only,7,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/03-plane.jpg,The photo was of a military plane. It was flying low over water. There was a building spire visible in the background.,1,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/04-squirrel.jpg,There was a squirrel on a tree branch looking at the camera. The tree was located in a pedestrian area with sidewalks and many other plants.,2,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/05-tiger.jpg,"A tiger was standing on the shore of a body of water. It was looking away from the camera, and it's front paws were resting on a stone.",3,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/02-bike.jpg,A red bicycle is leaning against a post on a sidewalk. There is a grassy yard and stone building in the background.,4,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/06-train-red.jpg,"A black and red train engine was pictured. The engine was older, historic, and was parked outside what looked to be a brick train station.",5,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/07-train-green.jpg,A train was pictured exiting a building. The train was mostly green with yellow stripes down the side.,6,1,1,0,0,AT
SS1651678257395,US,FD,media/images/free_description/01-boat-river.jpg,"There was a small boat on the shore of what appeared to be a canal. There were buildings alongside the canal, possibly homes.",7,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/06-train-red.jpg,"It's a picture of an old train engine, the type that runs on steam. The engine is mostly red and it's parked in front of an old looking brick building.",1,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/04-squirrel.jpg,The image shows a grey squirrel in the foreground. He is perched on the branch of a tree that is covered in new budding leaves. Behind in the background one can see buildings on a street.,2,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/02-bike.jpg,A red bike leaning on a light post in front a of very green lawn. There is a building in the background.,3,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/03-plane.jpg,"A white war plane flying low over a pond surrounded by trees. Emerging from between the trees, in the background is an official looking building with spires, all white.",4,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/05-tiger.jpg,A tiger standing near a body of water. His front paws are on a large rock. Behind him is a sparsely wooded forest with a groundcover of fallen leaves.,5,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/07-train-green.jpg,"A green and yellow train engine on railroad tracks. It is most likely just out of a train station, or in a train yard.",6,1,1,0,0,AT
SS1651678258791,US,FD,media/images/free_description/01-boat-river.jpg,"A small, flat bottomed boat on the shore of a canal. Just by the shore is a small house with white walls.",7,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/06-train-red.jpg,"A large black and red train is standing outside of a station. There's a brick building behind it, and it's a sunny day.",1,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/03-plane.jpg,A large aircraft takes off over water. The landscape is a beautiful wetland.,2,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/04-squirrel.jpg,A squirrel rests on a branch. It is a sunny day in the park.,3,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/05-tiger.jpg,A large tiger stands next to the water. It stops and rests on a large rock.,4,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/07-train-green.jpg,A green train comes out of a tunnel. The train has yellow stripes along the side.,5,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/02-bike.jpg,A red bike rests along a fence post. The grass beyond the post is neatly trimmed.,6,1,1,0,0,AT
SS1651678259296,US,FD,media/images/free_description/01-boat-river.jpg,An old boat rests along the water. It is parked next to a rural looking village.,7,1,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/02-bike.jpg,There is a red bike against a fence in front of a green patch of grass. There was a building in the back.,1,1,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/03-plane.jpg,The picture did not appear on my screen. It was a broken image icon or a small rectangle.,2,0,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/07-train-green.jpg,There is a green train with yellow stripes on train tracks. There is cement and a blue sky.,3,1,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/06-train-red.jpg,There is a black and red train at a brown brick train station. It is a clear and sunny day.,4,1,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/01-boat-river.jpg,There is a small boat on a brown river. It looks like a poor residential area.,5,1,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/05-tiger.jpg,There is a tiger standing on a rock. It is looking at something in a river.,6,1,1,0,0,AT
SS1651678260164,US,FD,media/images/free_description/04-squirrel.jpg,There is a squirrel perched on a tree branch. It looks like a city park.,7,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/06-train-red.jpg,This is a picture of an old steam locomotive. The locomotive is red and black in it's color scheme. It is sitting in front of an old well kept brick maintenance building. The locomotive has been fully restored and is in excellent condition. It has a trailing coal car that is in excellent restored condition as well.,1,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/05-tiger.jpg,This picture is of a tiget standing with it's front paws on a rock at the edge of what appears to be a river or stream. Behind the tiger is a hill that is a woodland.,2,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/04-squirrel.jpg,This picture is of two squirrels in a tree. Behind the squirrels is a highway. The scene seems to be in a park area of some kind.,3,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/03-plane.jpg,This scene is of a Phantom F-4 fighter jet flying at very low altitude over what appears to be the Potomac river. It looks like the Capitol building in the background. This definitely looks photoshopped.,4,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/02-bike.jpg,This picture is of a red bicycle secured to an old fashioned bleck metal post that looks like it is supporting a single chain fence. This fence surrounds an old well maintained building that looks like an historical site of some kind.,5,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/07-train-green.jpg,This is a picture of a green and yellow semi-modern diesel locomotive attached to several cars in an urban railyard. The scene in the background looks like an urban setting.,6,1,1,0,0,AT
SS1651678260331,US,FD,media/images/free_description/01-boat-river.jpg,This picture is of a flatboat on a lazy narrow river. There are homes on the side of the river that are not very visible due to the trees that line the river.,7,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/07-train-green.jpg,A train is stopped on the tracks at a station. The sky is blue and the train is green and yellow.,1,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/05-tiger.jpg,"A tiger is looking to his left while standing at the edge of a river. His front paws are standing on rocks, and he's in a forest.",2,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/02-bike.jpg,A red bike is chained up on a cobblestone road. The fence it's attached to is surrounding a green lawn and a grey stone building.,3,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/01-boat-river.jpg,A boat is against the shore of a blue river. It's very hazy outside and there are buildings lining the river.,4,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/06-train-red.jpg,A red and black steam engine train is parked on the tracks near a train station. The station is reddish brick. ,5,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/03-plane.jpg,"A small white plane is hovering near the surface of a blue lake. The lake is surrounded by green trees, and there is some kind of statue in the background.",6,1,1,0,0,AT
SS1651678260663,US,FD,media/images/free_description/04-squirrel.jpg,"A bushy-tailed brown squirrel is sitting on a branch in a green tree. The tree is close to a paved road, probably in a city.",7,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/03-plane.jpg,There was a shuttle or airplane flying over some water. The shuttle was reflected in the water.,1,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/07-train-green.jpg,"A green train on some railroad tracks, with a tall white building in the background.",2,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/06-train-red.jpg,"An old train, probably from the 1800s or early 1900s on display. The train is black and red.",3,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/01-boat-river.jpg,An old row boat on the banks of a river. It is behind some old houses.,4,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/04-squirrel.jpg,"A squirrel with a fluffy tail in a tree, and a street behind it.",5,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/02-bike.jpg,A red bike chained up to a post outside of a house.,6,1,1,0,0,AT
SS1651678261063,US,FD,media/images/free_description/05-tiger.jpg,A tiger standing on a rock by the water. Leaves cover the ground and there are trees in the background.,7,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/03-plane.jpg,there is a jet over the water and a chapel of some kind in the back surrounded by trees,1,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/01-boat-river.jpg,a small boat in a canal with houses on both sides,2,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/07-train-green.jpg,a train on the train track and a building in the back,3,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/05-tiger.jpg,a tiger standing on a rock in the pond,4,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/02-bike.jpg,a bike chained up to a post with a house in the back,5,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/04-squirrel.jpg,a squirrel on a tree limb,6,1,1,0,0,AT
SS1651678261912,US,FD,media/images/free_description/06-train-red.jpg,a train in front of a train station,7,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/03-plane.jpg,It looked like some kind of a jet or maybe a space engine. It was flying over a park with a lake and a lot of green plants. The photo looked kind of old and scanned with a lot of artefacts.,1,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/02-bike.jpg,"It was a red bike. It was leaning on a fence made of chain. In the background is a lawn, a lot of other bikes, and a blue box that maybe is a trash can or some kind of booth.",2,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/07-train-green.jpg,There is a train pulling out of a station. The train is green with yellow stripes. There are tall buildings in the back right corner.,3,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/06-train-red.jpg,This is an old-fashioned train that probably runs on steam. It is parked outside of a brick warehouse. The bricks are red.,4,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/04-squirrel.jpg,This is a squirrel. I think he's a brown squirrel. He is in a tree in a park. THere are strange artefacts on the photo.,5,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/05-tiger.jpg,"There is a tiger in this photo. He looks a little fat. He is in the woods, drinking from a stream. He looks photoshopped.",6,1,1,0,0,AT
SS1651678262590,US,FD,media/images/free_description/01-boat-river.jpg,There is a boat on a river or maybe a canal. It looks like an overgrown industrial area. The boat also looks a little out of place like it is photoshopped.,7,1,1,0,0,AT
SS1651678262854,US,FD,media/images/free_description/05-tiger.jpg,It was a tiger that was outdoors during the day. It was standing upright and its head was at an angle. ,1,1,1,0,0,AT
SS1651678262854,US,FD,media/images/free_description/07-train-green.jpg,It was a green train. It was daytime in what looked like a foreign city. ,2,1,1,0,0,AT
SS1651678262854,US,FD,media/images/free_description/01-boat-river.jpg,There was a small river that went alongside some homes. A boat was pulled off in the grass near some stone steps which led to a house. ,3,1,0,0,0,AT
SS1651678262854,US,FD,media/images/free_description/06-train-red.jpg,A black and read front of a train. It looked like it was more for decoration out front of a train depot. ,4,1,1,0,0,AT
SS1651678262854,US,FD,media/images/free_description/04-squirrel.jpg,A squirrel on a tree branch. It's in a public park during the day. The squirrel is looking right at the camera.,5,1,1,0,0,AT
SS1651678262854,US,FD,media/images/free_description/03-plane.jpg,A jet flying over a lake. In the background some kind of large historical building can be seen. ,6,1,1,0,0,AT
SS1651678262854,US,FD,media/images/free_description/02-bike.jpg,A red bike sitting against a fence. Many more bikes are lined up against a building in the background. ,7,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/01-boat-river.jpg,muted colors. boat on a river. bushes on the shore. power lines.,1,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/02-bike.jpg,bike next to a chain that separates the green grass from the cobblestone walking area. Something blue int the background... A porta-potty? A phone booth?,2,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/04-squirrel.jpg,A cute squirrel in a tree with buildings and lampposts in the background,3,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/03-plane.jpg,"A jet flying over a lake with a tall, spindly white building in the background. lots of trees around",4,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/06-train-red.jpg,a train in front of an old timey train station. Looks unused. Like a museum or art piece.,5,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/05-tiger.jpg,"A tiger with it's front paws on a rock, next to a river in a jungle or forest.",6,1,1,0,0,AT
SS1651678263725,US,FD,media/images/free_description/07-train-green.jpg,a green train with yellow stripes on a track in front of a tall building,7,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/04-squirrel.jpg,I saw a little brown animal called a squirrel that was sitting a tree in the front of the picture. Behind the squirrel was more tree and a University with big buildings that had lots of windows.,1,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/02-bike.jpg,A red bike leaning against a pole in front of a large green lawn. The building behind the lawn looked to be a hotel or a castle in England.,2,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/05-tiger.jpg,A lion or tiger standing on some rocks looking at the water pass by. It appeared to be on a hillside next to a river.,3,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/07-train-green.jpg,"A green train on tracks in a station in the middle of a city. There were skyscrapers behind it, but no people visible.",4,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/06-train-red.jpg,An old fashioned red and black train sitting on tracks in possibly a museum. There were no people present and it didn't look like a train station.,5,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/01-boat-river.jpg,A small boat on a river next to some houses. There were no people present and it appeared to be an older photo (it was grainy and aged looking).,6,1,1,0,0,AT
SS1651678265100,US,FD,media/images/free_description/03-plane.jpg,A plane flying over a pond/river/body of water. There was a monument or statue in the background.,7,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/06-train-red.jpg,I saw a life sized black and red steam engine.  It was sitting in front of a building.,1,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/05-tiger.jpg,I saw a tiger standing next to some water with its front paws on a rock. It was looking at something on its left that was off in the distance ,2,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/01-boat-river.jpg,"I saw a small boat in some water that looked like a canal.  To the left of the boat, I saw a white wooden house sitting on the land.",3,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/07-train-green.jpg,I saw a dark green and yellow striped locomotive.  It was sitting on the train tracks.,4,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/02-bike.jpg,I saw a red bike leaning against a black metal pole.  It was in front of a gray stone house.,5,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/03-plane.jpg,"I saw a white fighter jet.  It was flying low over a body of water.  Behind it in the distance, there was a white and gold building.",6,1,1,0,0,AT
SS1651678265263,US,FD,media/images/free_description/04-squirrel.jpg,"I saw a squirrel lying on the branch of a tree.  It was looking at me.  In the background, there was a park.",7,1,1,0,0,AT
SS1651678267011,US,FD,media/images/free_description/06-train-red.jpg,It was a train. It was parked on the tracks. It was red and black. It was old school like a steam engine.,1,1,1,0,0,AT
SS1651678267011,US,FD,media/images/free_description/02-bike.jpg,The picture was of a bike. It was leaning up against a chain link fence. It wasn't locked to anything. There was a nice lawn in the background.,2,1,1,0,0,AT
SS1651678267011,US,FD,media/images/free_description/03-plane.jpg,It looked like a picture that was photoshopped. It was a plane I couldn't quite make out but it looked modern. It was flying above a lake. There was an old building in the background. Looked like some sort of temple in the jungle.,3,1,1,0,0,AT
SS1651678267011,US,FD,media/images/free_description/07-train-green.jpg,It was a picture of a train. It was green and yellow. It was parked on the tracks. It looked like it was parked in the city since there were apartments in the background.,4,1,1,0,0,AT
SS1651678267011,US,FD,media/images/free_description/01-boat-river.jpg,It was a picture of a river. Alongside the bank of the river there were houses. There was a boat docked in front of one of the houses.,5,1,0,0,0,AT
SS1651678267011,US,FD,media/images/free_description/04-squirrel.jpg,The picture was of a squirrel. The squirrel was perched on a tree. The tree seemed to be in a park. It was a nice park since there were lamps lining the path of a sidewalk.,6,1,1,0,0,AT
SS1651678267011,US,FD,media/images/free_description/05-tiger.jpg,The picture was of a tiger. The tiger looked like he was in the wild. He was perched on top of a rock on the bank of the river and looking in the river. The river ran through a wooded area.,7,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/04-squirrel.jpg,There is a squirrel on a branch. There is a building in the background.,1,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/06-train-red.jpg,There's a very old train. There's a train station in the background.,2,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/05-tiger.jpg,There a tiger standing on a rock near the waters edge. There's a tree in the background.,3,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/02-bike.jpg,There's a bike that looks to be chained to a pole. There's a building in the background.,4,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/07-train-green.jpg,There's a older train in the forground. In the background there are buildings.,5,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/03-plane.jpg,There's what appears to be a harrier jet over a lake. There's a forest and a building in the background.,6,1,1,0,0,AT
SS1651678267140,US,FD,media/images/free_description/01-boat-river.jpg,There's a boat alng the shore of a narrow river. Along that river there re a number of buildings.,7,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/05-tiger.jpg,There is a tiger standing on rocks. The tiger is right by the river. The river is located in the woods,1,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/04-squirrel.jpg,A squirrel hanging out on a tree branch. This tree is located in the park.,2,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/06-train-red.jpg,An old fashion train is on display outside of a train stations,3,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/07-train-green.jpg,A more modern train is sitting on the track at the station,4,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/01-boat-river.jpg,A small boat is floating on a river. This river is lined with houses,5,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/03-plane.jpg,A Space craft flies super low above a lake. This lake seems to be in a city with a unique designed large building ,6,1,1,0,0,AT
SS1651678267405,US,FD,media/images/free_description/02-bike.jpg,I missed this one,7,0,1,0,0,AT
SS1651678268119,US,FD,media/images/free_description/01-boat-river.jpg,A serene scene of a river with rural cottages running along its banks. A small private boat is nestled snugly along the shoreline.,1,1,0,0,0,AT
SS1651678268119,US,FD,media/images/free_description/06-train-red.jpg,A 19th-century style train on the backlot of a movie set. No crowds in attendance.,2,1,1,0,0,AT
SS1651678268119,US,FD,media/images/free_description/02-bike.jpg,A bicycle chained to a chained fence. An idealized version of a suburban area hangs in the background.,3,1,1,0,0,AT
SS1651678268119,US,FD,media/images/free_description/05-tiger.jpg,"An adult tiger perches precariously near a watering hole. Seemingly distracted, the tiger glances off camera at a source of interest.",4,1,1,0,0,AT
SS1651678268119,US,FD,media/images/free_description/07-train-green.jpg,A stationary train sits partially embedded in a tunnel. A semi-urban backdrop sits stagnant behind the locomotive.,5,1,1,0,0,AT
SS1651678268119,US,FD,media/images/free_description/04-squirrel.jpg,A squirrel sits contentedly perched on a branch at a public park.,6,1,1,0,0,AT
SS1651678268119,US,FD,media/images/free_description/03-plane.jpg,A hypothetical military aircraft floats blissfully over an otherwise serene urban landscape.,7,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/04-squirrel.jpg,"There is a squirrel in a tree. Behind it there is a sidewalk and buildings. It looks like summer, green leaves and sunny.",1,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/03-plane.jpg,"There is a white plane, maybe some kind of war plane. It's flying low over a small lake. There are trees and a fancy building in the distance",2,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/01-boat-river.jpg,"A long, low boat is by the grassy shore of a long canal. There are some buildings on the left.",3,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/02-bike.jpg,A red bicycle in chained to a decorative black fence on a cobblestone road. There is grass and a building in the background.,4,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/05-tiger.jpg,A tiger in some brown leafy woods. It has its front paws on a rock which is in the water.,5,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/07-train-green.jpg,A green train with yellow stripes sits on a track at a terminal. There are buildings behind it.,6,1,1,0,0,AT
SS1651678270245,US,FD,media/images/free_description/06-train-red.jpg,"An old fashioned, shiny, red and back train sits on a track. It is outside of a brick building, maybe an old roundhouse.",7,1,1,0,0,AT
SS1651678270524,US,FD,media/images/free_description/03-plane.jpg,I saw an airplane flying over a lake.  There was a building in the background with lots of trees around it.,1,1,1,0,0,AT
SS1651678270524,US,FD,media/images/free_description/06-train-red.jpg,There is a train depot.  In front of it is a train that is red and black.,2,1,0,0,0,AT
SS1651678270524,US,FD,media/images/free_description/07-train-green.jpg,It is a clear sunny day.  On a set of train tracks is a green train with yellow stripes.,3,1,0,0,0,AT
SS1651678270524,US,FD,media/images/free_description/01-boat-river.jpg,There is a water canal surrounded by run down houses.  On the bank of the water is a small row boat.,4,1,0,0,0,AT
SS1651678270524,US,FD,media/images/free_description/04-squirrel.jpg,This looks like a small town.  There are lots of trees and in the front tree is a big squirrel.,5,1,0,0,0,AT
