subject,task_name,stimulus,trial_raw,trial_num,codeable,first_mention_focal,imada_bckgrd_description,imada_focal_description,full_bckgrd_description,full_focal_description,coder
SS1609146491935,FD,images/free_description/03-plane.jpg,一架飞机在水面飞过，远处绿意葱葱的树后有一座宫殿。,6,1,1,1,0,5,2,
SS1609156148777,FD,images/free_description/03-plane.jpg,这里一个湖泊，周围被很多植物包围着。画面的尽头有一座白色的宫殿，画面的上方有一艘飞船。,1,1,0,2,0,7,1,
SS1609163312228,FD,images/free_description/03-plane.jpg,一架战斗机飞行在水面上，远处是高耸的佛塔。,5,1,1,1,0,4,2,
SS1609166832692,FD,images/free_description/03-plane.jpg,湖远处有一座白塔，平静的湖面上有一架白色的飞机。,3,1,0,2,1,6,2,
SS1609206019548,FD,images/free_description/03-plane.jpg,一辆战斗机从河面上飞过，北京市一个类似泰国供电的尖顶白色建筑。,3,1,1,3,0,6,2,
SS1609208930844,FD,images/free_description/03-plane.jpg,河面上方有一架飞机正在超低空飞行，这显然是不切合实际的。远处有一座教堂式的建筑。,5,1,0,1,1,4,4,
SS1609213276315,FD,images/free_description/03-plane.jpg,一架飞机正从一个湖上飞过。湖的周围有树还有一栋建筑。,1,1,1,0,0,5,2,
SS1609214157015,FD,images/free_description/03-plane.jpg,是一个池塘，空中飞过像战斗机的飞行物，水塘远处有个白色的像伊斯兰教风格的塔一样的建筑物。,2,1,0,4,1,8,3,
SS1609222543224,FD,images/free_description/03-plane.jpg,一座白色的城堡，城堡上面有一个飞机，下面是一条河,1,1,0,1,0,4,1,
SS1609223067371,FD,images/free_description/03-plane.jpg,在森林环绕的湖泊上飞着一架飞机，远处有一座锥形的高大建筑。,1,1,0,3,0,7,2,
SS1609225913111,FD,images/free_description/03-plane.jpg,图中的主要部分是一片水面，在水面的后方远处是一座尖顶建筑。在水面的上方飞着一架战斗机。,4,1,0,1,0,8,1,
SS1609229037242,FD,images/free_description/03-plane.jpg,一个战斗机飞过了湖面，后面是泰姬陵。,4,1,1,0,0,2,2,
SS1609229287946,FD,images/free_description/03-plane.jpg,树木郁郁葱葱、风景秀美的河面上飞过一架类似科幻小说中的飞机，远处有一座清真寺。,7,1,0,2,1,7,3,
SS1609233742402,FD,images/free_description/03-plane.jpg,一架现代感十足地飞机正飞过一个湖面，离湖面很近。,3,1,1,0,2,2,4,
SS1609234368670,FD,images/free_description/03-plane.jpg,水潭远去，有一片森林，森林深处有一座寺庙。但不知道谁给在这个水潭上面P了一架飞机。,7,1,0,0,0,6,1,
SS1609236181354,FD,images/free_description/03-plane.jpg,一辆战机在湖面上飞行，背后是一座塔，画面有些违和,6,1,1,0,0,3,2,
SS1609238981425,FD,images/free_description/03-plane.jpg,一架战斗机飞过一片绿水。水泮绿树环绕，其间还有一座颇具东南亚佛塔风格的建筑。战斗机是p上去的，像是科幻片里扣下来的。,1,1,1,3,2,9,5,
SS1609241808889,FD,images/free_description/03-plane.jpg,一辆飞机低空驶过湖面，远处是具有泰国风格的尖顶建筑。,5,1,1,2,1,5,3,
SS1609242245499,FD,images/free_description/03-plane.jpg,美丽的风景，还有一架很大的飞机。,2,1,0,1,1,2,2,
SS1608910542319,FD,images/free_description/04-squirrel.jpg,"树上有一只松鼠。
这只松鼠的尾巴很大。",3,1,0,0,1,1,4,
SS1608915923505,FD,images/free_description/04-squirrel.jpg,在公园里，环境非常干净。一只有大尾巴的小松鼠站在一棵小树的树枝上。,3,1,0,2,2,5,4,
SS1608919052817,FD,images/free_description/04-squirrel.jpg,在一棵书上，有一只松鼠在东张西望。,3,1,0,0,1,1,2,
SS1608922359968,FD,images/free_description/04-squirrel.jpg,一只毛茸茸的松鼠趴在树枝上,4,1,1,0,1,1,3,
SS1608939499047,FD,images/free_description/04-squirrel.jpg,一棵树叶很稀疏的树，其中一只树枝上，有一只小松鼠在上面休息。,6,1,0,1,0,4,3,
SS1608943874386,FD,images/free_description/04-squirrel.jpg,这是一个校园的广场。广场上面有一颗绿色的松树。松鼠正在松树上休息。,4,1,0,1,0,6,2,
SS1608945641685,FD,images/free_description/04-squirrel.jpg,"这个图片像是在公园里。

图片右下角有一只毛茸茸的松鼠。

松鼠在树枝上窝着，脸对着观众。",6,1,0,0,1,2,6,
SS1608948095292,FD,images/free_description/04-squirrel.jpg,路旁的一棵树上有一只松鼠，松鼠不知道在干什么，可能在找食物。,4,1,0,0,0,2,4,
SS1608949381789,FD,images/free_description/04-squirrel.jpg,在树上有一只灰色的松鼠，有毛茸茸的大尾巴。,4,1,0,0,2,1,4,
SS1608954326224,FD,images/free_description/04-squirrel.jpg,学校里有一棵树，有一只松鼠趴在它的一根树枝上。,2,1,0,0,0,2,2,
SS1608954731700,FD,images/free_description/04-squirrel.jpg,在公园的树上，有一只灰黄的松鼠。,4,1,0,0,1,2,2,
SS1608970887825,FD,images/free_description/04-squirrel.jpg,有只特别可爱特别肥的小松鼠在树枝上，似乎还在笑，小树似乎已经长出绿绿的叶子。,6,1,1,2,3,6,4,
SS1608972269897,FD,images/free_description/04-squirrel.jpg,"在一个广场上有很多树
树上有一只小松鼠
很可爱",2,1,0,1,2,4,3,
SS1608977429765,FD,images/free_description/04-squirrel.jpg,这里看起来像一个美式校园。树上有一个小松鼠在张望。,4,1,0,1,1,3,3,
SS1608996310483,FD,images/free_description/04-squirrel.jpg,一张风景图片里，松鼠正在树上，后面是两三盏路灯和几户人家。,1,1,1,2,0,6,1,
SS1608996688173,FD,images/free_description/04-squirrel.jpg,一个城市步行街的街角的树上趴着一只松鼠,6,1,0,1,0,4,2,
SS1608997032951,FD,images/free_description/04-squirrel.jpg,"镜头前有一颗长着些许绿叶的小植物，植物上站着一只松鼠。
",2,1,0,2,0,5,2,
SS1608997112698,FD,images/free_description/04-squirrel.jpg,有一只松鼠趴在树上看着镜头。,3,1,1,0,0,1,3,
SS1608997232238,FD,images/free_description/04-squirrel.jpg,类似于大学校园的花坛里，绿叶的树上趴着一只灰色的松鼠,2,1,0,1,1,4,3,
SS1608997522324,FD,images/free_description/04-squirrel.jpg,有一只松鼠趴在树上，松鼠的大尾巴蜷在它的身后,2,1,1,0,1,1,7,
SS1608997707068,FD,images/free_description/04-squirrel.jpg,这张照片上有一只站在树干上的松鼠，松鼠非常可爱，背后还有一片草坪。,3,1,0,0,1,3,4,
SS1608997774748,FD,images/free_description/04-squirrel.jpg,眼前有一个松鼠趴在一个树上，是一个晴天，镜头的远方是一条马路，有着白色的路灯,1,1,1,3,0,5,2,
SS1608997826306,FD,images/free_description/04-squirrel.jpg,看，这儿有一只可爱的小松鼠，是在我们学校花园的树上拍到的，太可爱了。,1,1,1,0,3,3,3,
SS1608998177863,FD,images/free_description/04-squirrel.jpg,画面左边有一棵树，树枝延伸到画面右侧，有一只松鼠正趴在右侧的树枝。后面是绿油油的草坪和公路。,4,1,0,1,0,5,2,
SS1608998191588,FD,images/free_description/04-squirrel.jpg,有一只松鼠翘着尾巴趴在树上。这棵树所在的社区看起来绿化很好。,4,1,1,1,0,5,4,
SS1608998414826,FD,images/free_description/04-squirrel.jpg,"啊在树上有一只可爱的小松鼠，它的尾巴特别大。这棵树在路边。
",2,1,0,0,3,3,5,
SS1609000443345,FD,images/free_description/04-squirrel.jpg,绿化很好的校园里，一棵树上站着一只松鼠,3,1,0,1,0,4,2,
SS1609000763890,FD,images/free_description/04-squirrel.jpg,这似乎是在一处校园里：有道路，有红色的建筑，有整齐的路灯，有树枝。树枝上的叶子不是很多，看起来像刚刚入春的样子。树枝上还休息着一只小松鼠，它把它的尾巴举过头顶，正歪着脑袋看着它的右下方。,4,1,0,3,1,12,9,
SS1609001721768,FD,images/free_description/04-squirrel.jpg,有一只红松鼠趴在树枝上。背景是一条路，可以看到三盏白色的圆形路灯。,1,1,1,3,1,6,3,
SS1609001790486,FD,images/free_description/04-squirrel.jpg,在一个像是大学校园的地方的花园里，一只棕色的松鼠趴在长满绿叶的树上。,5,1,0,1,1,7,3,
SS1609002028914,FD,images/free_description/04-squirrel.jpg,远方是普通的小公园一样的路。前方是一棵树。树上有松鼠。,1,1,0,2,0,5,1,
SS1609005519115,FD,images/free_description/04-squirrel.jpg,有一个松鼠趴在树枝上，远处是公园,1,1,1,1,0,1,2,
SS1609006007662,FD,images/free_description/04-squirrel.jpg,在图片的中心靠右的位置有一只松鼠趴在树枝上。背景中有一栋建筑的墙面、绿地和一些树木。,7,1,1,1,0,6,2,
SS1609029671133,FD,images/free_description/04-squirrel.jpg,公园道路旁绿地里大树的树枝上，有一只可爱的松鼠,5,1,0,1,0,5,2,
SS1609032756992,FD,images/free_description/04-squirrel.jpg,"右边有一个树枝，趴着松鼠。
好像是一个公园。
后面有路和路灯。",3,1,0,0,0,4,2,
SS1609034845673,FD,images/free_description/04-squirrel.jpg,一只松鼠攀附在树枝上，树叶鲜嫩翠绿。,4,1,1,1,0,3,2,
SS1609035087170,FD,images/free_description/04-squirrel.jpg,一只松鼠在树上，背景里是一个花园，看起来是春天的感觉，松鼠很假像是p上去的。,5,1,1,0,0,4,3,
SS1609035269711,FD,images/free_description/04-squirrel.jpg,图片里有一条河，河岸边有一颗绿树，树上趴着一只小松鼠,2,1,0,0,1,5,3,
SS1609035512006,FD,images/free_description/04-squirrel.jpg,一只小松鼠趴在树枝上，背景像是一个公园,6,1,1,0,1,3,3,
SS1609035895621,FD,images/free_description/04-squirrel.jpg,一只松鼠，趴在公园的树枝上，身后是路灯。,2,1,1,0,0,3,2,
SS1609038166902,FD,images/free_description/04-squirrel.jpg,广场旁边的树上有一只松鼠。,3,1,0,0,0,2,1,
SS1609038359555,FD,images/free_description/04-squirrel.jpg,图片中最近处有许多松树，树上有一只棕色的松鼠。远处有一条空旷的路和一些建筑物。,1,1,0,2,1,7,2,
SS1609040322263,FD,images/free_description/04-squirrel.jpg,"有只可爱的松鼠在树上。
松鼠翘起了尾巴。",1,1,1,0,1,1,5,
SS1609041102827,FD,images/free_description/04-squirrel.jpg,我看到图片右下角有一只松鼠趴在树枝上，远处还有河流和3个路灯,1,1,1,2,0,4,2,
SS1609045009059,FD,images/free_description/04-squirrel.jpg,路边的松树上有只可爱的松鼠。松鼠翘起尾巴，在树枝上坐着。,4,1,1,0,1,3,6,
SS1609045159745,FD,images/free_description/04-squirrel.jpg,"松鼠趴在树上，表情不是很快乐。这个场景发生在一个类似于小区的环境中。
",1,1,1,1,1,2,3,
SS1609047757543,FD,images/free_description/04-squirrel.jpg,建筑前的小广场上有很多小树，树上有个松鼠。,4,1,0,1,0,7,1,
SS1609050562848,FD,images/free_description/04-squirrel.jpg,在一个公园里，一只可爱的小松鼠正爬在树上，它面对着镜头，丝毫不害怕，大尾巴蓬蓬松松的，可爱极了。,4,1,0,0,5,2,9,
SS1609051064792,FD,images/free_description/04-squirrel.jpg,一只可爱的松鼠，扒在树枝上。,5,1,1,0,1,1,3,
SS1609054193360,FD,images/free_description/04-squirrel.jpg,一棵小树上爬上了一只松鼠，它睁着大大的眼睛。,4,1,0,1,1,2,5,
SS1609054420221,FD,images/free_description/04-squirrel.jpg,"A squirrel is resting on a tree. The tree is near a road, and there are more trees alongside the road. There are also lamps along the road.",4,0,1,0,0,0,0,
SS1609056109961,FD,images/free_description/04-squirrel.jpg,"树上有一只松鼠。
松鼠很可爱。
树旁边有一条小路，还有路灯。",7,1,1,1,0,5,3,
SS1609056238065,FD,images/free_description/04-squirrel.jpg,"一只松鼠在一棵树上，好像在休息。
这棵树很绿，长势很好。
背景是一个街道。",7,1,1,2,0,5,2,
SS1609057298261,FD,images/free_description/04-squirrel.jpg,"我刚刚看到了一只可爱的小松鼠！
它正安静地趴在一棵树上。
我跟它对视了，好神奇！",1,1,1,0,3,1,6,
SS1609057764742,FD,images/free_description/04-squirrel.jpg,"照片描述是在一个公园。
时间应该是初春，树上萌发着新芽。
树枝上依靠着一只小松鼠。",3,1,0,1,1,4,3,
SS1609057903683,FD,images/free_description/04-squirrel.jpg,图片左下角有一只站在树上的松鼠。图片的背景是一些小路。小路边有一些路灯。,4,1,0,3,1,6,2,
SS1609062380695,FD,images/free_description/04-squirrel.jpg,"一只松鼠趴在树上。
惬意的阳光洒下来，他很开心。",3,1,1,1,1,4,3,
SS1609062423335,FD,images/free_description/04-squirrel.jpg,"这张图的右下角有一只棕色的松鼠，尾巴很大，毛很蓬松，占据画面主体部分约2/5，,趴在一个长满绿叶的树枝上。",1,1,1,1,3,4,8,
SS1609064318009,FD,images/free_description/04-squirrel.jpg,画面上有一只松鼠，站在一棵树上。远处是一个花园。图片上有一些模糊的色块，无法判断是否是故意为之。,6,1,1,0,0,2,2,
SS1609065406081,FD,images/free_description/04-squirrel.jpg,有一只松鼠在树上看着我,5,1,1,0,0,1,2,
SS1609073869026,FD,images/free_description/04-squirrel.jpg,镜头从路边的灌木丛往外拍，右半部分图片是一支松鼠，左半部分有一些灌木的树枝。,1,1,0,1,0,4,1,
SS1609075750358,FD,images/free_description/04-squirrel.jpg,主要是一棵树的许多刚长出新芽的枝干，右下角有一只离我们很近的松鼠。,4,1,0,1,1,5,2,
SS1609079699037,FD,images/free_description/04-squirrel.jpg,公园有树，上面有小松鼠。,5,1,0,0,2,2,2,
SS1609086776753,FD,images/free_description/04-squirrel.jpg,图片的主角是一只大松鼠，在图片右侧。图片左侧是林荫道上的树。背景是向后延伸的林荫道。,1,1,1,3,1,4,2,
SS1609105368955,FD,images/free_description/04-squirrel.jpg,一只小松鼠站在树枝上。树上有很多的绿叶，透过绿叶能看到远处的房子。,7,1,1,3,1,9,3,
SS1609116587428,FD,images/free_description/04-squirrel.jpg,在一个公园里，有一个考拉倚靠在树上。,2,1,0,0,0,2,2,
SS1609121014512,FD,images/free_description/04-squirrel.jpg,在公园里，一只松鼠趴在树枝上。,6,1,1,0,0,2,2,
SS1609121221630,FD,images/free_description/04-squirrel.jpg,"一只小松鼠趴在路边的一棵树上。
这只小松树在抱着树干发呆。",2,1,1,1,2,3,7,
SS1609121912186,FD,images/free_description/04-squirrel.jpg,树上有一个小动物，不知道是什么品种。,2,1,0,0,1,1,3,
SS1609125348720,FD,images/free_description/04-squirrel.jpg,一只小松鼠站在树上，后面绿树成荫,7,1,1,1,1,2,3,
SS1609132098611,FD,images/free_description/04-squirrel.jpg,"一只松鼠在一棵树上。
这棵树在一个公园里面。
公园里没有人。",5,1,1,0,0,5,1,
SS1609139734485,FD,images/free_description/04-squirrel.jpg,在一个小型的绿化广场上种植着许多刚刚冒出新叶的小树，其中一棵还附着一只松鼠，旁边是一排红砖结构的建筑,3,1,0,3,0,11,2,
SS1609141291161,FD,images/free_description/04-squirrel.jpg,"有一只松鼠趴在树枝上。背景远处有路灯和楼房。这只松鼠好像在看着你。
",2,1,1,1,0,3,4,
SS1609143031482,FD,images/free_description/04-squirrel.jpg,一只松鼠趴在一棵枝干较细的树上，后面像是公园的道路,4,1,1,1,0,5,2,
SS1609144676893,FD,images/free_description/04-squirrel.jpg,这张应该算是松鼠的近景照，两只棕色的松鼠一大一小，站在松树枝上靠在一起。图片的背景是在一个小公园，可以看到路灯和小路。,4,1,1,2,4,7,8,
SS1609146491935,FD,images/free_description/04-squirrel.jpg,街边有很多小树，离我们最近的这个树枝上有一只小松鼠。,2,1,0,2,1,6,2,
SS1609156148777,FD,images/free_description/04-squirrel.jpg,这是一只松鼠趴在树干上，树上长满了新生的叶子。,6,1,1,1,0,5,2,
SS1609163312228,FD,images/free_description/04-squirrel.jpg,建筑前，有两只松鼠相互依托在光秃秃的树枝上。,4,1,0,1,1,3,3,
SS1609166832692,FD,images/free_description/04-squirrel.jpg,人行道旁有一片绿地，绿地上有一棵树，树上有一只松鼠。,2,1,0,2,0,5,1,
SS1609206019548,FD,images/free_description/04-squirrel.jpg,一只尾巴张开的松鼠趴在松树上，眼睛大大的。,4,1,1,0,2,1,6,
SS1609208930844,FD,images/free_description/04-squirrel.jpg,一只小松鼠在城市马路旁的行道树上待着，不知道他在干什么，但是这里肯定不是他的家，路边的树都比较小，并不茂盛，松鼠不应该出现在这里。,4,1,1,2,1,7,5,
SS1609213276315,FD,images/free_description/04-squirrel.jpg,一只松鼠站在树上。这里应该应该是公园，有路灯。,3,1,1,0,0,3,2,
SS1609214157015,FD,images/free_description/04-squirrel.jpg,一只松鼠，趴在一棵树的树枝上。,4,1,1,0,0,2,2,
SS1609222543224,FD,images/free_description/04-squirrel.jpg,一个松鼠趴在树枝上，，，,7,1,1,0,0,1,2,
SS1609223067371,FD,images/free_description/04-squirrel.jpg,在干净的道路周围的绿植有一颗小树苗，上面有一个小松鼠，远处还有房子。,2,1,0,3,1,8,2,
SS1609225913111,FD,images/free_description/04-squirrel.jpg,图中应该是一个公园。在公园的草地上有一棵树。树上有一只棕色的松鼠,1,1,0,0,1,5,2,
SS1609229037242,FD,images/free_description/04-squirrel.jpg,一只小松鼠在公园的枝头上站着，好奇地看着远方,5,1,1,0,2,2,5,
SS1609229287946,FD,images/free_description/04-squirrel.jpg,一只可爱的小松鼠趴在树枝上，背景看上去是阳光明媚的校园。,3,1,1,1,2,3,4,
SS1609233742402,FD,images/free_description/04-squirrel.jpg,一只松鼠卧在树枝上非常憨态可掬。,5,1,1,0,1,1,3,
SS1609234368670,FD,images/free_description/04-squirrel.jpg,大学校园里一篇生机盎然的绿，枝丫上坐着两只松鼠，它们相互依偎着。,4,1,0,2,1,5,4,
SS1609236181354,FD,images/free_description/04-squirrel.jpg,一知小松鼠爬在树上，望着底下，被什么吸引着目光,5,1,1,0,1,1,5,
SS1609238981425,FD,images/free_description/04-squirrel.jpg,一只松鼠趴在公园里路边的树上，公园有着笔直的道路和整齐的绿篱。这棵树不是松树，枝干遒劲、叶片稀疏。松鼠眼睛圆圆的，不知道在看什么。,2,1,1,5,1,14,6,
SS1609241808889,FD,images/free_description/04-squirrel.jpg,郁郁葱葱的院子里，一只小松鼠正趴在树上向我们看过来。,3,1,0,1,1,3,4,
SS1609242245499,FD,images/free_description/04-squirrel.jpg,一个漂亮的公园，树上有一只或是两只动物，但不认识是什么。,5,1,0,1,1,3,4,
SS1608910542319,FD,images/free_description/05-tiger.jpg,"一只老虎站在小溪边。
它往后望着什么。",6,1,1,1,0,2,3,
SS1608915923505,FD,images/free_description/05-tiger.jpg,在荒郊野外的小森林，树叶飘零。一个老虎站在一条河流的岸边。,2,1,0,2,0,7,2,
SS1608919052817,FD,images/free_description/05-tiger.jpg,看到在一片森林里，有一只黄色的老虎，正在警惕的四处张望。,1,1,0,0,2,1,4,
SS1608922359968,FD,images/free_description/05-tiger.jpg,一只老虎在水塘边东张西望,7,1,1,0,1,1,2,
SS1608939499047,FD,images/free_description/05-tiger.jpg,图中有一条河，河边有几块大石头，一只老虎脚踩在其中一块大石头上，眼睛在往后看。,2,1,0,0,0,7,5,
SS1608943874386,FD,images/free_description/05-tiger.jpg,这是在秋天萧瑟的一片森林里。一只老虎正在河边静立。,5,1,0,1,1,3,3,
SS1608945641685,FD,images/free_description/05-tiger.jpg,"这个图片是一只老虎站在水边。

老虎脚踩着石头。

老虎没有喝水，它把头扭过去了。",3,1,1,0,0,2,9,
SS1608948095292,FD,images/free_description/05-tiger.jpg,"在一个森林里的一条河边有一只老虎，
老虎的两只前腿站立在河边的两块石头上，
老虎回头望着什么。",1,1,0,0,0,5,9,
SS1608949381789,FD,images/free_description/05-tiger.jpg,这有一只大老虎，站在溪水边，正在咆哮。看起来很凶。,2,1,1,0,2,1,5,
SS1608954326224,FD,images/free_description/05-tiger.jpg,一只老虎停留在一条小溪前。它的头扭向一侧，观察身边的环境。,4,1,1,1,0,2,5,
SS1608954731700,FD,images/free_description/05-tiger.jpg,一只在湖岸边的老虎，这个湖好像在森林里，老虎好像在看着四周确认安全。,2,1,1,0,0,3,4,
SS1608970887825,FD,images/free_description/05-tiger.jpg,在野外的河边，秋叶铺满河地，有只颜色和秋叶很像的成年大老虎在喝水。,1,1,0,2,3,6,5,
SS1608972269897,FD,images/free_description/05-tiger.jpg,"图上是一片森林
森林旁边有水源
一只老虎正要喝水",5,1,0,0,0,3,2,
SS1608977429765,FD,images/free_description/05-tiger.jpg,在茂密的树林和小河间，有一只大老虎。它在回顾中。,3,1,0,2,1,4,3,
SS1608996310483,FD,images/free_description/05-tiger.jpg,一只老虎前两条腿站在河岸边的石头上，后两条腿在地上，后面是一片树林,3,1,1,0,0,4,7,
SS1608996688173,FD,images/free_description/05-tiger.jpg,森林的溪水旁，一只老虎站在溪水边的石头上看着溪水,5,1,0,0,0,5,3,
SS1608997032951,FD,images/free_description/05-tiger.jpg,丛林的岸边有一只老虎在观望着什么，他的脚下踩着枯萎的树叶,7,1,0,1,0,4,5,
SS1608997112698,FD,images/free_description/05-tiger.jpg,有一只老虎站在水边的石头上向右边望去。,6,1,1,0,0,2,3,
SS1608997232238,FD,images/free_description/05-tiger.jpg,小河边的山坡上全是树和落叶，水边树旁是一只老虎,6,1,0,1,0,7,1,
SS1608997522324,FD,images/free_description/05-tiger.jpg,水边的石头上站着一只老虎，老虎回过头，嘴张着,3,1,0,0,0,2,6,
SS1608997707068,FD,images/free_description/05-tiger.jpg,图片上是一只站在河边岩石上的大老虎，周围还有一些干枯的树。,7,1,0,1,1,4,3,
SS1608997774748,FD,images/free_description/05-tiger.jpg,一直老虎站在河边的石头上，天气看起来像是秋天，老虎没有看河水，看向了右侧方向。,3,1,1,0,0,4,5,
SS1608997826306,FD,images/free_description/05-tiger.jpg,这是有名的东北虎，不过这是我在电视上看到过，有机会真想去动物园看看。,3,1,1,0,0,0,4,
SS1608998177863,FD,images/free_description/05-tiger.jpg,画面的主体是一只老虎，它在画面的右侧，前掌站在水中的石头、后掌站在森林铺满落叶的土地。后面有很多树，老虎在转着头向他右后方张望。,3,1,1,1,0,9,11,
SS1608998191588,FD,images/free_description/05-tiger.jpg,在小河边有一只老虎。这只老虎张着嘴站在一块石头上。,1,1,0,1,0,3,5,
SS1608998414826,FD,images/free_description/05-tiger.jpg,有只毛色鲜艳的老虎在森林的湖旁边。它望向身后，可能想看看周围有什么。,7,1,1,0,1,2,5,
SS1609000443345,FD,images/free_description/05-tiger.jpg,一只老虎在河边，做出回头的姿势，旁边有一棵树,5,1,1,0,0,2,3,
SS1609000763890,FD,images/free_description/05-tiger.jpg,这张图描述了小溪的岸边的场景。小溪的岸边有凸起的大石块，还有一些树木。一只老虎站在石块上，向它的左后方看去。,5,1,0,2,0,10,3,
SS1609001721768,FD,images/free_description/05-tiger.jpg,一只老虎站在水边。它张着嘴在回头看。,7,1,1,0,0,1,7,
SS1609001790486,FD,images/free_description/05-tiger.jpg,在一片茂密的森林里，一只老虎踩在河边的石头上，扭过头向后看,2,1,0,1,0,4,5,
SS1609002028914,FD,images/free_description/05-tiger.jpg,一片满是落叶的树林。一只老虎立在河边的石头之上。,3,1,0,1,0,5,1,
SS1609005519115,FD,images/free_description/05-tiger.jpg,一只老虎站在河岸边上，后面是树林,3,1,1,0,0,2,2,
SS1609006007662,FD,images/free_description/05-tiger.jpg,一只老虎的两只前脚站在河边的石头上。它的旁边有一棵树和一些石头，背后有很多树。,3,1,1,2,0,8,6,
SS1609029671133,FD,images/free_description/05-tiger.jpg,在森林的水源处，一颗笔直的树干旁，有只老虎前爪搭在石头上，转头向着侧后方,4,1,0,0,0,5,6,
SS1609032756992,FD,images/free_description/05-tiger.jpg,"有一只老虎。
站在河岸边。
回头向后看。",1,1,1,0,0,1,5,
SS1609034845673,FD,images/free_description/05-tiger.jpg,森林里落叶遍布。老虎站在湖边的石块旁，警惕地观察四周。,2,1,0,1,1,5,4,
SS1609035087170,FD,images/free_description/05-tiger.jpg,有一只老虎站在水边，旁边是一棵大树，水边的岸地是斜坡。,3,1,1,2,0,6,2,
SS1609035269711,FD,images/free_description/05-tiger.jpg,有一只东北虎在河岸边，可能是来喝水,7,1,1,0,0,1,2,
SS1609035512006,FD,images/free_description/05-tiger.jpg,有一只老虎正站在河边的石头上，但扭着头好像觉察到身后有声响似的。,2,1,1,0,0,2,5,
SS1609035895621,FD,images/free_description/05-tiger.jpg,一只老虎，站在水边的石头上，正在回头看。,1,1,1,0,0,2,5,
SS1609038166902,FD,images/free_description/05-tiger.jpg,老虎站在河边的石头上转头看。,5,1,1,0,0,2,5,
SS1609038359555,FD,images/free_description/05-tiger.jpg,一只老虎前掌踩在河边的石头上，微张着嘴盯着旁边的另一块石头。周围有几棵树，树已经不是葱郁的绿色，看起来像是秋天。,5,1,1,1,0,11,7,
SS1609040322263,FD,images/free_description/05-tiger.jpg,"老虎在湖边，脚踏在石头上。
老虎回头好像在看什么东西。",4,1,1,0,0,2,4,
SS1609041102827,FD,images/free_description/05-tiger.jpg,有一只老虎在水边回头看，它的前爪在石头上,4,1,1,0,0,2,7,
SS1609045009059,FD,images/free_description/05-tiger.jpg,有一只打老虎在湖边。突然它感觉到后面有声音，就回头看看是不是有人来了。,1,1,1,0,1,1,7,
SS1609045159745,FD,images/free_description/05-tiger.jpg,一只老虎在河边，脚踩在石头上，面对着河水，向身旁望去。,4,1,1,0,0,3,5,
SS1609047757543,FD,images/free_description/05-tiger.jpg,河边有树，地上好多落叶。河边有个老虎。,7,1,0,1,0,6,1,
SS1609050562848,FD,images/free_description/05-tiger.jpg,森林里的小河边，一只老虎驻足在石块旁，回头凝视着什么。他的毛色非常饱满美丽，有十足的森林大王的威严。,5,1,0,1,2,4,10,
SS1609051064792,FD,images/free_description/05-tiger.jpg,有一只老虎，站在河边，望着河面自己的倒影。,1,1,1,0,0,3,4,
SS1609054193360,FD,images/free_description/05-tiger.jpg,图片上有一头老虎站在湖边，湖边还有个大石头。,1,1,1,1,0,4,2,
SS1609054420221,FD,images/free_description/05-tiger.jpg,"I saw a tiger standing on the ground by the water. It is looking back, with its mouth open.",1,0,1,0,0,0,0,
SS1609056109961,FD,images/free_description/05-tiger.jpg,"有一个老虎在河边。
老虎旁边有一颗树。
老虎背后有一个坡，坡上有许多干草。",2,1,1,1,0,6,3,
SS1609056238065,FD,images/free_description/05-tiger.jpg,"在森林里拍摄的一张照片。
一只老虎站在石头上，看起来很凶的样子。
石头在河岸边，老虎应该也比较小心，害怕掉到水里。",6,1,0,0,1,4,6,
SS1609057298261,FD,images/free_description/05-tiger.jpg,在小树林的河边有一只老虎正在盯着一块石头看，好可爱。它可能因为通过水看到了自己而感到疑惑。,7,1,0,1,2,5,6,
SS1609057764742,FD,images/free_description/05-tiger.jpg,"一只老虎矗立在湖边。
湖面平静，老虎像是刚喝完水的样子。",5,1,1,1,0,4,4,
SS1609057903683,FD,images/free_description/05-tiger.jpg,图片中央有一只老虎。老虎站在河边的石头上。,6,1,1,0,1,2,3,
SS1609062380695,FD,images/free_description/05-tiger.jpg,"一只老虎站在河水边上。
它面色凝重，随时等待着猎物。",2,1,1,0,1,2,5,
SS1609062423335,FD,images/free_description/05-tiger.jpg,PS痕迹很重的一张老虎图片。画面主体是一只老虎在水边，但是很假。,6,1,1,0,0,1,2,
SS1609064318009,FD,images/free_description/05-tiger.jpg,水边，杂草丛生，有一只老虎靠近水边，但正在看向别处。水面很平静，画面颜色看上去像是下午。老虎没有很紧张，看上去它在观察着些什么。,4,1,0,2,1,8,6,
SS1609065406081,FD,images/free_description/05-tiger.jpg,我看见一只老虎在池塘边，旁边还有一些树,1,1,1,0,0,3,1,
SS1609073869026,FD,images/free_description/05-tiger.jpg,在一个森林里，一只老虎将两个前肢搭载小溪岸边的一块圆石上，回头向右后方望去。它的左边是一颗不粗的树。,5,1,0,3,0,8,8,
SS1609075750358,FD,images/free_description/05-tiger.jpg,一只老虎站在水边的石头上，回头向岸边望，画面左侧有一棵树的部分树干。,5,1,1,0,0,5,5,
SS1609079699037,FD,images/free_description/05-tiger.jpg,有只老虎，在河边的石头上。,6,1,1,0,0,2,1,
