subject,task_name,trial_raw,trial_num,stimulus,codeable,person_attribution,situation_attribution,note
SS1609390524426,CA,凯莉没骑自行车是因为这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609390524426,CA,璐茜没有骑自行车是因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609390607072,CA,因为凯丽是那种会怕怕的人，所以没有骑自行车,1,Kelly,1,1,0,
SS1609390607072,CA,应为她是那种会怕怕的人，所以没有骑自行车,2,Lucy,1,1,0,
SS1609391110803,CA,凯丽没有骑自行车是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609391110803,CA,璐西没有骑自行车是因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609394084810,CA,因为她觉得害怕骑上去会有危险，所以不骑车。,1,Kelly,1,1,0,
SS1609394084810,CA,因为她觉得这辆车骑起来可能会有危险，所以不敢骑。,2,Lucy,1,1,0,
SS1609395698854,CA,因为这辆自行车骑起来很危险.他敢下水就表示他不是那种会怕得人 所以他觉得自行车骑起来很危险,1,Kelly,1,0,1,
SS1609395698854,CA,因为他和刚才那个人是朋友 告诉他骑自行车很危险所以他也不骑自行车觉得危险,2,Lucy,1,1,1,
SS1609396253241,CA,凯丽不骑自行车是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609396253241,CA,璐茜不骑自行车是因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609396910985,CA,凯丽不骑自行车的原因是自行车骑起来很危险。,1,Kelly,1,1,0,
SS1609396910985,CA,路西不骑这辆自行车的原因是自行车很危险。,2,Lucy,1,0,1,
SS1609397448237,CA,凯丽不骑自行车，可能是因为她看到路西不敢骑自行车，从此推断出也许骑自行车很危险。,1,Kelly,1,0,1,
SS1609397448237,CA,路西不骑自行车，可能因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609399711690,CA,凯丽觉得这辆自行车有点高，可能会摔跤，所以她不骑自行车。,1,Kelly,1,0,2,
SS1609399711690,CA,璐茜穿着淡黄的长裙，不是很适合骑自行车。,2,Lucy,1,0,1,
SS1609400144008,CA,她是害怕，之前演示两遍她都没有骑自行车，讲解说她怕了。,1,Kelly,1,0,0,
SS1609400144008,CA,她害怕了，之前讲解了两遍，她都没有骑自行车，她怕了。,2,Lucy,1,0,0,
SS1609400637045,CA,因为凯丽不怕水，所以她不是那种会怕怕的人；所以是因为自行车骑起来很危险，她才不骑车。,1,Kelly,1,1,1,
SS1609400637045,CA,璐茜和凯莉一样，因为自行车骑起来很危险，所以不骑车。,2,Lucy,1,1,1,
SS1609400971621,CA,凯丽不怕往水里跳说明她不是会怕怕的人，所以她没有骑车是因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609400971621,CA,路西不怕往水里跳说明她不但小，但是没有骑车可能是因为她不会骑自行车,2,Lucy,1,1,0,
SS1609403281991,CA,凯丽不骑自行车是因为这辆自行车骑起来很危险！,1,Kelly,1,0,1,
SS1609403281991,CA,璐茜不骑自行车是因为这辆自行车骑起来很危险！,2,Lucy,1,0,1,
SS1609403452252,CA,凯莉没有骑自行车，她怕了，刚刚解释了两遍，应该是她害怕了所以没有骑自行车。,1,Kelly,1,1,0,
SS1609403452252,CA,路西没有骑自行车，她怕了，刚刚解释了两遍，应该是她害怕了所以没有骑自行车。,2,Lucy,1,1,0,
SS1609407631513,CA,因为这辆自行车骑起来很危险，凯丽不是会怕怕的人，她没有害怕水。,1,Kelly,1,0,1,
SS1609407631513,CA,因为这辆自行车骑起来很危险，璐茜不怕水所以应该不是会害怕的人。,2,Lucy,1,0,1,
SS1609408783276,CA,凯丽是那种会怕怕的人，她没有骑自行车是因为她怕了,1,Kelly,1,1,0,
SS1609408783276,CA,璐西没有骑自行车是因为她怕了，她是那种会怕的人,2,Lucy,1,1,0,
SS1609410027831,CA,因为这辆自行车的部件不太完整，可能有故障，骑起来很危险。,1,Kelly,1,0,1,
SS1609412776217,CA,我觉得因为她不会骑自行车或者这辆自行车骑起来很危险,1,Kelly,1,1,1,
SS1609412776217,CA,我觉得她不会骑自行车或者这辆自行车骑起来很危险,2,Lucy,1,1,1,
SS1609421811577,CA,因为害怕吧，两次解说都在阐述，没有骑车，她怕了。,1,Kelly,1,0,0,
SS1609421811577,CA,因为害怕吧，两次解说都在阐述，没有骑车，她怕了。,2,Lucy,1,0,0,
SS1609422628010,CA,凯丽不骑车，因为，这辆自行车骑起来，很危险。,1,Kelly,1,0,1,
SS1609422628010,CA,她不骑车，因为这辆自行车骑起来，很危险。,2,Lucy,1,0,1,
SS1609469598838,CA,那是因为凯丽觉得这辆自行车骑起来很危险。,1,Kelly,1,1,,
SS1609469598838,CA,也是因为璐茜觉得这辆自行车骑起来很危险。,2,Lucy,1,1,0,
SS1609475378861,CA,凯丽可能害怕了，解说说了两次害怕了，所以可能害怕骑车。,1,Kelly,1,1,0,
SS1609475378861,CA,路西可能害怕了，解说说了两次害怕了，所以她可能害怕骑车。,2,Lucy,1,1,0,
SS1609479257730,CA,因为这辆自行车骑起来很危险。凯丽敢于下河，她不是那种会怕怕的人,1,Kelly,1,0,1,
SS1609479257730,CA,因为这辆自行车骑起来很危险。璐茜敢下河，她不是那种会怕怕的人。,2,Lucy,1,0,1,
SS1609483625579,CA,因为她连跳进池塘都不怕，所以可以推测凯利本身并不胆小。她不骑自行车，可能是因为自行车骑起来很危险，也可能是因为她不会骑自行车。,1,Kelly,1,0,2,
SS1609483625579,CA,因为路西会跳进池塘，所以可以推测路西不是容易害怕的人。她不骑自行车可能是因为这辆自行车骑起来很危险，也可能是因为她不会骑自行车。,2,Lucy,1,0,2,
SS1609487859941,CA,凯丽不骑自行车是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609487859941,CA,璐茜不骑自行车是因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609490403304,CA,凯莉不骑自行车是因为自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609490403304,CA,璐茜不骑自行车是因为自行车看起来很危险，她不怕入水,2,Lucy,1,0,1,
SS1609491720621,CA,凯丽不骑自行车是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609491720621,CA,璐茜不骑自行车是因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609492332657,CA,凯莉没有骑自行车是因为这辆自行车看起来很危险,1,Kelly,1,0,1,
SS1609492332657,CA,露西没有骑自行车是因为她是那种会怕怕的人,2,Lucy,1,1,0,
SS1609492340188,CA,不是因为凯莉怕怕，是因为这辆自行车骑起来很危险。因为凯莉她不怕跳水里。,1,Kelly,1,1,1,
SS1609492340188,CA,路西是会怕怕的人。她开自行车和跳水都怕。,2,Lucy,1,1,0,
SS1609492679568,CA,凯丽不骑自行车是因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609492679568,CA,璐茜不骑自行车是因为这辆自行车骑起来很危险,2,Lucy,1,0,1,
SS1609493526682,CA,"凯丽不骑自行车是因为她是那种会怕怕的人，
",1,Kelly,1,1,0,
SS1609493526682,CA,"璐茜不骑自行车是因为她是那种会怕怕的人
",2,Lucy,1,1,0,
SS1609494868761,CA,凯莉不骑自行车的原因是因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609494868761,CA,璐茜不骑自行车的原因是因为她是那种会怕怕的人,2,Lucy,1,1,0,
SS1609506186383,CA,凯丽不骑自行车的原因是这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609506186383,CA,璐茜不骑自行车的原因是因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609553048222,CA,凯丽不骑自行车的原因是她是那种会怕怕的人,1,Kelly,1,1,0,
SS1609553048222,CA,璐茜不骑自行车的原因是她是那种会怕怕的人,2,Lucy,1,1,0,
SS1609553165145,CA,因为凯丽害怕骑自行车。每个人都有害怕的东西，如果题中问的意思是她是那种“遇到事情就容易怕怕的人”，那根据她不怕下水可知，她不是。凯丽可能不会骑自行车，害怕摔跤，也有可能这个自行车自身有危险（比如太旧了之类的），所以不想骑。,1,Kelly,1,1,1,
SS1609553165145,CA,同上，璐茜害怕骑这辆自行车。由她不怕下水知道她不是遇事很容易害怕当前的人，所以是对于自己的骑车技术或者车辆的性能有所害怕。,2,Lucy,1,1,0,
SS1609556835849,CA,因为自行车骑起来很危险，跳水她并没有怕过,1,Kelly,1,0,1,
SS1609556835849,CA,路西因为自行车骑起来很危险，所以没有骑自行车,2,Lucy,1,0,1,
SS1609558200124,CA,凯丽没有骑自行车，因为这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609558200124,CA,璐茜没有骑自行车，因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609558311223,CA,凯丽不骑自行车是因为这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609558311223,CA,璐茜不骑自行车是因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609558579549,CA,凯丽不骑自行车是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609558579549,CA,露西不骑自行车是因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609558648415,CA,凯丽不骑自行车是因为她不会骑自行车所以她害怕骑自行车。,1,Kelly,1,2,0,
SS1609558648415,CA,璐茜不骑自行车是因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609558865004,CA,因为这辆车骑起来很危险。凯丽连水都敢跳却不敢骑车车，我觉得可能是车车有问题。,1,Kelly,1,0,2,
SS1609558865004,CA,露西穿着漂亮的小裙子，打扮的很淑女，她不好意思骑自行车。,2,Lucy,1,1,0,
SS1609558915600,CA,凯丽之所以不骑自行车 因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609558915600,CA,璐锡之所以不骑自行车 也是因为这辆自行车骑起来危险,2,Lucy,1,0,1,
SS1609559068101,CA,因为这辆车看起来很危险，凯莉并不是胆小的人，因为她都敢往水里跳,1,Kelly,1,0,1,
SS1609559068101,CA,因为这个自行车危险，璐茜并不是会怕怕的人，她都敢往水里跳。,2,Lucy,1,0,1,
SS1609559083061,CA,凯丽没有骑自行车因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609559083061,CA,璐茜没有骑自行车因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609559085732,CA,她不骑这辆自行车的原因是这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609559085732,CA,她不骑这辆自行车的原因是这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609559365934,CA,凯丽没有去骑自行车，因为她害怕骑自行车。,1,Kelly,1,1,0,
SS1609559365934,CA,露西没有去骑自行车，因为她感觉到害怕了。,2,Lucy,1,1,0,
SS1609559525632,CA,因为凯丽是那种会怕怕的人，所以她没有骑自行车。,1,Kelly,1,1,0,
SS1609559525632,CA,因为路西是那种会怕怕的人，所以她没有骑自行车。,2,Lucy,1,1,0,
SS1609559549296,CA,凯丽不骑自行车因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609559549296,CA,璐茜不骑自行车是因为这辆自行车看起来很危险,2,Lucy,1,0,1,
SS1609559668779,CA,凯丽是一个勇敢的人，她不是因为怕怕的才不骑自行车，是因为，这个自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609559802162,CA,可能凯丽不会骑自行车，她觉得因为骑自行车危险。,1,Kelly,1,1,0,
SS1609559802162,CA,璐茜不会骑自行车所以她认为骑自行车危险。,2,Lucy,1,1,0,
SS1609559819130,CA,凯丽不骑自行车的原因是自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609559819130,CA,璐茜不骑自行车的原因是自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609560168328,CA,因为凯丽觉得骑自行车很危险，所以不敢骑。,1,Kelly,1,1,0,
SS1609560168328,CA,因为自行车很危险，璐茜觉得骑它会摔跤，所以她不敢骑。,2,Lucy,1,1,1,
SS1609560262643,CA,因为这辆自行车骑起来可能很危险，因为露西没有骑，所以她觉得可能有问题或者危险。,1,Kelly,1,2,2,
SS1609560262643,CA,因为这辆自行车骑起来很危险，因为这辆车并不知道是谁的，或者有没有损坏。,2,Lucy,1,0,1,
SS1609560692211,CA,那就是因为凯莉觉得这辆自行车骑起来很危险。,1,Kelly,1,1,0,
SS1609560692211,CA,那是因为璐茜也觉得这辆自行车骑起来很危险。,2,Lucy,1,1,0,
SS1609560741612,CA,凯莉没有骑自行车因为这辆自行车看起来很危险,1,Kelly,1,0,1,
SS1609560741612,CA,露西没有骑自行车因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609560942988,CA,凯丽穿着裙子不方便骑自行车，因为容易走光,1,Kelly,1,0,1,
SS1609560942988,CA,璐茜也穿着裙子，而且刚游完泳骑自行车，容易着凉,2,Lucy,1,0,2,
SS1609561045437,CA,凯丽不骑自行车因为这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609561045437,CA,璐茜不骑自行车是因为这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609561082364,CA,凯丽不骑自行车是因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609561082364,CA,璐茜不骑自行车是因为这辆自行车骑起来很危险,2,Lucy,1,0,1,
SS1609561142801,CA,凯丽害怕骑自行车不是因为这辆自行车骑起来很危险,1,Kelly,1,0,1,
SS1609561142801,CA,路西不骑自行车是因为他害怕而不是因为这两自行车骑起来很危险,2,Lucy,1,1,1,
SS1609561504112,CA,因为凯丽怕骑自行车，并不是因为这辆车骑起来危险。,1,Kelly,1,1,1,
SS1609561504112,CA,这是因为她也怕骑自行车，而不是因为这辆自行车骑起来危险。,2,Lucy,1,1,1,
SS1609561520947,CA,可能因为自行车骑起来很危险，因为她都敢往水里跳，不像是胆小的人。,1,Kelly,1,0,1,
SS1609561520947,CA,可能因为自行车骑起来很危险，因为她都敢往水里跳，不像是胆小的人。,2,Lucy,1,0,1,
SS1609561854923,CA,有可能是因为露西害怕了，没有骑自行车，凯莉觉得这辆自行车骑起来很危险。,1,Kelly,1,0,1,
SS1609561854923,CA,因为她是一个会怕怕的人，虽然她不怕水，但是她怕自行车。,2,Lucy,1,1,0,
SS1609804488018,CA,"她不是那种会怕怕的人，因为她不怕跳到水里。
这辆自行车可能是危险的，因为同样不是怕怕的人——露西，也没有骑自行车。",1,Kelly,1,0,2,
SS1609804488018,CA,"璐茜并不是那种会怕怕的人，因为她不怕怕跳到水里。
这辆自行车可能是危险的，因为同样不怕怕的人——凯莉也没有骑自行车。",2,Lucy,1,0,2,
SS1609804557478,CA,可能是因为这辆自行车骑起来可能会有危险。,1,Kelly,1,0,1,
SS1609804557478,CA,可能是因为她不想骑，这辆自行车骑起来很危险。,2,Lucy,1,0,1,
SS1609822208213,CA,因为她害怕骑自行车会给自己带来很大的危险。,1,Kelly,1,1,0,
SS1609822208213,CA,因为她害怕自行车骑起来会带来很大的危险。,2,Lucy,1,1,0,
SS1609827896523,CA,因为凯丽是害怕了，所以凯丽没有骑自行车。,1,Kelly,1,0,0,
SS1609827896523,CA,璐茜没有骑自行车，原因是她会感到害怕了。,2,Lucy,1,0,0,
SS1609890931156,CA,凯丽没有骑自行车，因为她怕了，她是那种会怕怕的人。,1,Kelly,1,0,0,
SS1609890931156,CA,Lucy没有骑自行车因为她是那种会怕怕的人,2,Lucy,1,1,0,
SS1609891086501,CA,凯丽没有骑自行车是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609891086501,CA,璐西没有骑自行车是因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609891551310,CA,凯丽害怕骑自行车，是因为她本身害怕骑自行车,1,Kelly,1,1,0,
SS1609891551310,CA,璐西害怕骑自行车，她是会怕怕的人，本身害怕骑自行车,2,Lucy,1,1,0,
SS1609908877725,CA,是因为这辆自行车骑起来很危险，凯丽在下水的时候一点儿也不怕，说明她是个勇敢的小姑娘。,1,Kelly,1,0,1,
SS1609908877725,CA,因为自行车骑起来很危险，lucy下水的时候都不怕呢。,2,Lucy,1,0,1,
SS1609908914854,CA,凯丽不骑自行车，是因为凯丽觉得这辆自行车骑起来很危险,1,Kelly,1,1,0,
SS1609908914854,CA,璐茜不骑自行车，是因为这辆自行车骑起来很危险,2,Lucy,1,0,1,
SS1609908998401,CA,凯丽没有骑自行车，是因为她是那种会怕怕的人。,1,Kelly,1,1,0,
SS1609908998401,CA,璐茜没有骑自行车，因为她是那种会怕怕的人。,2,Lucy,1,1,0,
SS1609909002041,CA,她不是容易怕，但她怕骑自行车，可能因为自行车很危险,1,Kelly,1,0,1,
SS1609909002041,CA,她不是容易怕的人，但她怕骑自行车可能因为自行车很危险,2,Lucy,1,0,1,
